recipe_name,ingredients,directions,cuisine_path,nutrition,img_src,ingredients_list,ingredients_parsed,total_mins
Instant Pot® Ham,1 (2 pound) frozen whole ham 1 (16 ounce) can crushed pineapple ¼ cup dark brown sugar 2 tablespoons maple syrup 1 tablespoon cornstarch 2 tablespoons water or as needed,"Place ham on a trivet and set it inside a multi-functional pressure cooker (such as Instant Pot®). Pour crushed pineapple over ham. Sprinkle brown sugar and drizzle maple syrup on top. Secure the lid with vent closed.
Select high pressure according to manufacturers instructions; set timer for 35 minutes. Allow 10 to 15 minutes for pressure to build.
Release pressure using the natural-release method according to manufacturers instructions 10 to 40 minutes. Remove ham and trivet. Cut ham into slices and place on a plate.
Select Saute setting on the pressure cooker. Mix cornstarch with water until smooth. Stir mixture into the pot bring to a boil and stir until thickened. Pour sauce over the ham.",Main Dishes,"Total Fat: 21.0, Saturated Fat: 8.0, Total Carbohydrate: 20.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/tTiIZ7eZLY0v2DRajHI0MDN6qKc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6384441-instant-pot-ham-Chef-Mo-4x3-1-5ca3ee7bf13343fbb620756dc2c9c5bc.jpg,1 (2 pound) frozen whole ham 1 (16 ounce) can crushed pineapple ¼ cup dark brown sugar 2 tablespoons maple syrup 1 tablespoon cornstarch 2 tablespoons water or as needed,quantity: 1.0 unit: can ingredient: apple quantity: 0.25 unit: cup ingredient: sugar quantity: 2.0 unit: tablespoons ingredient: maple quantity: 1.0 unit: tablespoon ingredient: cornstarch quantity: 2.0 unit: tablespoons ingredient: water,70
Delicious Pineapple Muffins,2 cups all-purpose flour ½ cup white sugar 1 tablespoon baking powder ½ teaspoon salt 1 (8 ounce) can crushed pineapple 1  egg beaten ¾ cup milk ¼ cup butter melted ¼ cup butter melted ¼ teaspoon ground cinnamon ⅓ cup packed brown sugar ½ cup all-purpose flour,"Preheat the oven to 375 degrees F (190 degrees C). Grease and flour muffin pans or line with paper liners.
In a large bowl stir together 2 cups flour white sugar baking powder and salt. Drain pineapple reserving 1/4 cup juice. Make a well in the center of the dry ingredients and pour in the reserved juice egg milk and 1/4 cup melted butter. Mix just until blended.
In a separate bowl stir together the cinnamon brown sugar 1/2 cup flour and 1/4 cup melted butter to make the topping.
Spoon batter into muffin cups then spoon crushed pineapple over the batter and sprinkle with the cinnamon topping.
Bake for 30 minutes in the preheated oven until a toothpick inserted in the crown of the muffin comes out clean.",Bread,"Total Fat: 7.0, Saturated Fat: 4.0, Total Carbohydrate: 29.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/3I71iyYbWUhmb9or1EgHMweR3bs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/848317-fc56fbbbf81c4f1dbbbedb1f3c442d5a.jpg,2 cups all-purpose flour ½ cup white sugar 1 tablespoon baking powder ½ teaspoon salt 1 (8 ounce) can crushed pineapple 1  egg beaten ¾ cup milk ¼ cup butter melted ¼ cup butter melted ¼ teaspoon ground cinnamon ⅓ cup packed brown sugar ½ cup all-purpose flour,quantity: 0.5 unit: cup ingredient: sugar quantity: 1.0 unit: tablespoon ingredient: baking quantity: 0.5 unit: teaspoon ingredient: salt quantity: 1.0 unit: can ingredient: apple quantity: 1.0 unit: piece ingredient: egg quantity: 0.75 unit: cup ingredient: milk quantity: 0.25 unit: cup ingredient: butter quantity: 0.25 unit: cup ingredient: butter quantity: 0.25 unit: teaspoon ingredient: cinnamon quantity: 0.33 unit: cup ingredient: sugar quantity: 0.5 unit: cup ingredient: flour,45
Baked Pineapple,1 (20 ounce) can crushed pineapple drained 1 cup white sugar 2 tablespoons cornstarch ¼ cup cold water 2  eggs 1 tablespoon vanilla extract 1 tablespoon butter 1 teaspoon ground cinnamon,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x9 inch baking dish.
In a mixing bowl mix together the pineapple sugar cornstarch water eggs and vanilla. Pour the mixture into the prepared baking dish. Dot the mixture with butter and sprinkle with cinnamon.
Bake in a preheated 350 degrees F (175 degrees C) oven for 1 hour.",Desserts,"Total Fat: 3.0, Saturated Fat: 2.0, Total Carbohydrate: 44.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/EcW7GQ26B2CUE9BLi58IBhyftzc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12564-ce9783c2bc40487ebf89d139eedd71c0.jpg,1 (20 ounce) can crushed pineapple drained 1 cup white sugar 2 tablespoons cornstarch ¼ cup cold water 2  eggs 1 tablespoon vanilla extract 1 tablespoon butter 1 teaspoon ground cinnamon,quantity: 1.0 unit: cup ingredient: sugar quantity: 2.0 unit: tablespoons ingredient: cornstarch quantity: 0.25 unit: cup ingredient: water quantity: 2.0 unit: piece ingredient: eggs quantity: 1.0 unit: tablespoon ingredient: vanilla quantity: 1.0 unit: tablespoon ingredient: butter quantity: 1.0 unit: teaspoon ingredient: cinnamon,70
Worlds Best Cream Cheese and Pineapple Dip,1 (8 ounce) package cream cheese softened 2 cups crushed pineapple drained with juice reserved 1 teaspoon onion powder 2 cloves garlic peeled and crushed,In a medium bowl mix together cream cheese crushed pineapple onion powder and garlic. Mix in reserved juice from pineapple as desired. Chill in the refrigerator until serving.,Appetizers and Snacks,"Total Fat: 3.0, Saturated Fat: 2.0, Total Carbohydrate: 4.0, Dietary Fiber: 0.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/Ta3CIJf61e6UGATkSZcv-ErR_Us=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4518834-fe5eebbf5d4345dc8e30fce9bf9cae3c.jpg,1 (8 ounce) package cream cheese softened 2 cups crushed pineapple drained with juice reserved 1 teaspoon onion powder 2 cloves garlic peeled and crushed,quantity: 2.0 unit: cups ingredient: apple quantity: 1.0 unit: teaspoon ingredient: onion quantity: 2.0 unit: piece ingredient: cloves,10
Precious Pineapple Cake,½ cup margarine softened 3 large eggs 1 (18.25 ounce) package yellow cake mix 1 (20 ounce) can crushed pineapple with juice ½ cup chopped pecans,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour three 8-inch round pans.
Cream margarine in a large bowl until smooth. Blend in eggs. Add cake mix and pineapple with juice; mix until smooth. Stir in pecans. Pour batter into the prepared pans.
Bake in the preheated oven until a toothpick inserted into the center comes out clean 20 to 30 minutes. Cool cakes in pans on wire racks for 5 minutes. Run a table knife around the edges to loosen. Invert carefully onto cooling racks. Let cool completely about 1 hour.
To make frosting: Beat margarine and cream cheese in a medium bowl until smooth. Gradually blend in the confectioners sugar. Mix in pecans.
Spread frosting onto the cooled cake layers. Stack layers; frost top and sides.",Desserts,"Total Fat: 34.0, Saturated Fat: 8.0, Total Carbohydrate: 83.0, Dietary Fiber: 2.0, Total Sugars: 0, Protein: 6.0",https://www.allrecipes.com/thmb/oLtMySzpnU1PAYnVH1Qv4jXMcQs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2232633-74c56aabd8784d3e8245cf7d9b2941bc.jpg,½ cup margarine softened 3 large eggs 1 (18.25 ounce) package yellow cake mix 1 (20 ounce) can crushed pineapple with juice ½ cup chopped pecans,quantity: 3.0 unit: piece ingredient: eggs quantity: 1.0 unit: package ingredient: yellow quantity: 1.0 unit: can ingredient: apple quantity: 0.5 unit: cup ingredient: nut,95
Pineapple Bread,2  eggs ½ cup melted butter 1 cup white sugar 1 cup crushed pineapple with juice 1 teaspoon vanilla extract 2 ½ cups all-purpose flour 3 teaspoons baking powder ½ teaspoon baking soda ¾ teaspoon salt ½ cup chopped walnuts,"Preheat oven to 350 degrees F (175 degrees C). Grease one 9x5x3 inch loaf pan.
Beat eggs slightly. Add butter and sugar. Beat smooth. Stir in pineapple and vanilla.
In separate bowl put flour baking powder soda salt and walnuts. Stir well and pour into pineapple mixture. Stir to moisten. Pour into greased 9x5x3 inch loaf pan.
Bake in 350 degree F (175 degree C) oven for 1 hour. Test with toothpick. Let stand 10 minutes. Remove from pan. Cool and wrap.",Bread,"Total Fat: 12.0, Saturated Fat: 6.0, Total Carbohydrate: 41.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/K0Gwm3o7m8aYElFIFuKIWP8S0NA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7952720-c7d24027e458436f8810b43b830ef9e3.jpg,2  eggs ½ cup melted butter 1 cup white sugar 1 cup crushed pineapple with juice 1 teaspoon vanilla extract 2 ½ cups all-purpose flour 3 teaspoons baking powder ½ teaspoon baking soda ¾ teaspoon salt ½ cup chopped walnuts,quantity: 0.5 unit: cup ingredient: butter quantity: 1.0 unit: cup ingredient: sugar quantity: 1.0 unit: cup ingredient: apple quantity: 1.0 unit: teaspoon ingredient: vanilla quantity: 2.5 unit: cups ingredient: flour quantity: 3.0 unit: teaspoons ingredient: baking quantity: 0.5 unit: teaspoon ingredient: baking quantity: 0.75 unit: teaspoon ingredient: salt quantity: 0.5 unit: cup ingredient: nut,80
Pineapple Glaze for Ham,1 (15.25 ounce) can sliced pineapple drained with juice reserved 1 (4 ounce) jar maraschino cherries drained 1 cup brown sugar,"Before baking ham place pineapple slices on ham with toothpicks and place cherries in center of pineapple.
In a medium microwave safe bowl combine brown sugar and reserved pineapple juice. Mix together and microwave for about 5 minutes until mixture is thick. Pour some of this glaze over the ham about every 15 minutes in the last hour of baking until all is used.",Side Dish,"Total Fat: 0, Saturated Fat: 0, Total Carbohydrate: 24.0, Dietary Fiber: 0.0, Total Sugars: 21.0, Protein: 0",https://www.allrecipes.com/thmb/65CXi2W7l5QaiSjLNKvdWwfJ754=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2875688-99ef180eae0a40799e6090b1cfbac523.jpg,1 (15.25 ounce) can sliced pineapple drained with juice reserved 1 (4 ounce) jar maraschino cherries drained 1 cup brown sugar,quantity: 1.0 unit: jar ingredient: cherry quantity: 1.0 unit: cup ingredient: sugar,15
Sweet and Sour Pork Tenderloin,1 (1 1/4 pound) pork tenderloin trimmed of silver skin   salt and ground black pepper ⅓ cup ketchup ⅓ cup seasoned rice vinegar 1 (8 ounce) can pineapple chunks drained with juice reserved 2 tablespoons brown sugar 4 cloves garlic minced 2 teaspoons hot chili sauce (such as Sriracha®) 1 teaspoon soy sauce 1 pinch red pepper flakes 1 tablespoon vegetable oil 1 teaspoon butter ¼ cup chopped green onion (white part only) 2 tablespoons chopped green onion tops,"Cut tenderloin into 4 pieces. Arrange in a single layer between two sheets of plastic wrap and pound with a meat mallet until each is about 1-inch thick. Generously season with salt and black pepper.
Whisk ketchup rice vinegar reserved pineapple juice brown sugar garlic hot chili sauce soy sauce and red pepper flakes in a bowl. Set aside.
Heat vegetable oil in a skillet over high heat. Place pork in pan; reduce heat to medium. Cook until browned on both sides and cooked through 5 to 6 minutes per side. Transfer to a plate.
Return skillet to medium heat. Stir butter into hot pan. When butter melts and starts to brown stir in pineapple chunks. Cook stirring until pineapple is golden brown 3 to 4 minutes.
Stir in ketchup mixture and 1/4 cup green onion (white parts). Reduce heat to low and simmer until garlic and onion have softened 5 minutes.
Return pork to skillet; cook stirring until pork is heated through. Garnish with 2 tablespoons green onion tops.











Erin Marie
",Cuisine,"Total Fat: 11.0, Saturated Fat: 4.0, Total Carbohydrate: 23.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/u8LdvkCOn59cJfrkh0JM3KeYggA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8303818-sweet-and-sour-pork-tenderloin-Erin-Marie-1x1-1-e4d8b626e18640d593c75fc664b20e40.jpg,1 (1 1/4 pound) pork tenderloin trimmed of silver skin salt and ground black pepper ⅓ cup ketchup ⅓ cup seasoned rice vinegar 1 (8 ounce) can pineapple chunks drained with juice reserved 2 tablespoons brown sugar 4 cloves garlic minced 2 teaspoons hot chili sauce (such as Sriracha®) 1 teaspoon soy sauce 1 pinch red pepper flakes 1 tablespoon vegetable oil 1 teaspoon butter ¼ cup chopped green onion (white part only) 2 tablespoons chopped green onion tops,quantity: 0.33 unit: cup ingredient: ketchup quantity: 0.33 unit: cup ingredient: seasoned quantity: 1.0 unit: can ingredient: apple quantity: 2.0 unit: tablespoons ingredient: sugar quantity: 4.0 unit: piece ingredient: cloves quantity: 2.0 unit: teaspoons ingredient: hot quantity: 1.0 unit: teaspoon ingredient: soy quantity: 1.0 unit: pinch ingredient: red quantity: 1.0 unit: tablespoon ingredient: oil quantity: 1.0 unit: teaspoon ingredient: butter quantity: 0.25 unit: cup ingredient: green quantity: 2.0 unit: tablespoons ingredient: green,55
Cranberry JELL-O Salad,2 cups boiling water 2 (0.3 ounce) packages sugar-free cherry-flavored gelatin mix (such as Jell-O®) 1 (16 ounce) can jellied cranberry sauce 1 (20 ounce) can crushed pineapple drained ½ cup chopped pecans,"Combine boiling water and gelatin mix in a bowl; stir until gelatin is dissolved. Stir in cranberry sauce and crushed pineapple.
Transfer to a large glass serving dish or 12 individual dishes. Sprinkle pecans over top.
Chill until set 3 to 4 hours for individual dishes or 4 hours to overnight for one large serving dish.",Desserts,"Total Fat: 3.0, Saturated Fat: 0.0, Total Carbohydrate: 23.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/55rqF3i72qkbcYL2QIXNPLZ1yBE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/25607-cranberry-gelatin-salad-i-Steph-T.-4x3-1-eb62b8a354e44bc3929e13cdf40223b2.jpg,2 cups boiling water 2 (0.3 ounce) packages sugar-free cherry-flavored gelatin mix (such as Jell-O®) 1 (16 ounce) can jellied cranberry sauce 1 (20 ounce) can crushed pineapple drained ½ cup chopped pecans,quantity: 2.0 unit: packages ingredient: sugar-free quantity: 1.0 unit: can ingredient: jellied quantity: 1.0 unit: can ingredient: apple quantity: 0.5 unit: cup ingredient: nut,195
Southern Pineapple Casserole,1 (20 ounce) can pineapple chunks 6 tablespoons all-purpose flour ½ cup white sugar or to taste 2 cups shredded sharp Cheddar cheese 1 (20 ounce) can crushed pineapple drained 40  buttery round crackers (such as Ritz®) crushed ½ cup butter melted or to taste,"Preheat an oven to 350 degrees F (175 degrees C).
Drain pineapple chunks reserving 1/4 cup of the juice. Transfer both chunks and juice into a large bowl.
Add flour sugar Cheddar cheese and drained crushed pineapple; mix to combine. Pour into a 1 1/2-quart casserole dish.
Mix cracker crumbs and melted butter in a small bowl; sprinkle over pineapple mixture.
Bake in the preheated oven until golden brown about 30 minutes.",Side Dish,"Total Fat: 26.0, Saturated Fat: 15.0, Total Carbohydrate: 42.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/ArlfUq6xA9BOH5if6smZxxk9Y6E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9376498-71a06726851b4cce919de12ac56fd825.jpg,1 (20 ounce) can pineapple chunks 6 tablespoons all-purpose flour ½ cup white sugar or to taste 2 cups shredded sharp Cheddar cheese 1 (20 ounce) can crushed pineapple drained 40  buttery round crackers (such as Ritz®) crushed ½ cup butter melted or to taste,quantity: 6.0 unit: tablespoons ingredient: flour quantity: 0.5 unit: cup ingredient: sugar quantity: 2.0 unit: cups ingredient: shredded quantity: 1.0 unit: can ingredient: apple quantity: 40.0 unit: piece ingredient: butter quantity: 0.5 unit: cup ingredient: butter,40
Hawaiian Chicken Kabobs,3 tablespoons soy sauce 3 tablespoons brown sugar 2 tablespoons sherry 1 tablespoon sesame oil ¼ teaspoon ground ginger ¼ teaspoon garlic powder 8  skinless boneless chicken breast halves - cut into 2 inch pieces 1 (20 ounce) can pineapple chunks drained   skewers,"In a shallow glass dish mix the soy sauce brown sugar sherry sesame oil ginger and garlic powder. Stir the chicken pieces and pineapple into the marinade until well coated. Cover and marinate in the refrigerator at least 2 hours.
Preheat grill to medium-high heat.
Lightly oil the grill grate. Thread chicken and pineapple alternately onto skewers. Grill 15 to 20 minutes turning occasionally or until chicken juices run clear.











lauralovinglife
",Meat and Poultry,"Total Fat: 4.0, Saturated Fat: 1.0, Total Carbohydrate: 17.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/cSK3A01gkDP63H5O-eRv1qGmsdI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1001317-hawaiian-chicken-kabobs-lauralovinglife-1x1-1-041f0462b70e489d902080e754361645.jpg,3 tablespoons soy sauce 3 tablespoons brown sugar 2 tablespoons sherry 1 tablespoon sesame oil ¼ teaspoon ground ginger ¼ teaspoon garlic powder 8  skinless boneless chicken breast halves - cut into 2 inch pieces 1 (20 ounce) can pineapple chunks drained skewers,quantity: 3.0 unit: tablespoons ingredient: sugar quantity: 2.0 unit: tablespoons ingredient: sherry quantity: 1.0 unit: tablespoon ingredient: oil quantity: 0.25 unit: teaspoon ingredient: ginger quantity: 0.25 unit: teaspoon ingredient: garlic quantity: 1.0 unit: can ingredient: apple,150
