recipe_name,directions,category,nutrition,img_src,ingredients_parsed,tags,total_mins
Maple-Pear Tarte Tatin,"Preheat oven to 375 degrees F (190 degrees C).
Roll puff pastry out on a lightly floured surface to 1/4-inch thickness; place in the refrigerator.
Melt butter in a 9-inch cast iron skillet over medium heat; stir in brown sugar cinnamon and nutmeg and cook and stir until sugar dissolves about 5 minutes. Stir maple syrup into brown sugar mixture; cook stirring until mixture begins to bubble. Remove skillet from heat.
Place one pear half cut side up into the center of skillet. Cut remaining pear halves in half again; arrange pear quarters around the center pear cut sides up.
Place skillet over medium-low heat; cook pears basting with syrup mixture until they begin to soften about 5 minutes. Remove skillet from heat.
Remove puff pastry from refrigerator; place pastry over pears tucking edges of pastry around pears inside skillet.
Bake in the preheated oven until pastry is puffed and golden about 20 minutes; allow to cool for 5 minutes. Place a serving plate over skillet; invert to remove tart (skillet will still be hot). Serve warm.",Desserts,"Total Fat: 18.0, Saturated Fat: 7.0, Total Carbohydrate: 42.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/kkhpD7E2QoJZCXCd4H_XhE1wPwU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2757284-c08ee9afe5d249b4a6301a0c8ea5b02e.jpg,quantity: 57 unit: g ingredient: butter quantity: 69 unit: g ingredient: brown sugar quantity: 1 unit: g ingredient: ground cinnamon quantity: 1 unit: g ingredient: ground nutmeg quantity: 60 unit: ml ingredient: maple syrup quantity: 4.0 unit: piece ingredient: firm pears - peeled,"brown sugar, butter, cinnamon, maple syrup, nutmeg, pear, puff pastry, sugar, syrup",50
Bartlett Pear Pie,"Preheat oven to 375 degrees F (190 degrees C). Press pie crust pastry into a 9-inch pie dish and refrigerate while preparing filling.
Beat butter white sugar brown sugar flour nutmeg allspice salt and cinnamon together in a bowl using an electric mixer until smooth. Beat eggs 1 at a time into butter mixture until incorporated; fold in pears. Pour filling into chilled crust.
Bake in the preheated oven until filling is set in the middle 30 to 35 minutes. Cool completely before serving about 1 hour.",Desserts,"Total Fat: 21.0, Saturated Fat: 10.0, Total Carbohydrate: 47.0, Dietary Fiber: 5.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/TId2TwLzWsk9mLSb0gDtbmaRqtg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4483642-098a70f2451b46ee839a7d5e2bf8ed86.jpg,quantity: 114 unit: g ingredient: unsalted butter quantity: 105 unit: g ingredient: white sugar quantity: 52 unit: g ingredient: brown sugar quantity: 22 unit: g ingredient: all-purpose flour quantity: 5 unit: g ingredient: ground nutmeg quantity: 2 unit: g ingredient: ground allspice quantity: 1 unit: g ingredient: salt quantity: 1 unit: g ingredient: ground cinnamon quantity: 2.0 unit: piece ingredient: eggs quantity: 5.0 unit: piece ingredient: Bartlett pears,"allspice, brown sugar, butter, cinnamon, egg, flour, nutmeg, pear, pie crust, salt, sugar",110
French Pear Pie,"Preheat oven to 450 degrees F (230 degrees C).
Sprinkle pears with lemon juice in a bowl. Mix white sugar and nutmeg in a separate small bowl; sprinkle over pears and mix thoroughly.
Fit pie crust into the bottom of a 9-inch pie dish. Cut butter brown sugar and flour together in a bowl using a pastry cutter until mixture resembles crumbs. Spoon pear mixture into pie shell and sprinkle top with brown sugar mixture.
Bake in the preheated oven for 10 minutes. Reduce oven temperature to 350 degrees F (175 degrees C) and bake until filling is bubbling and crumble topping is lightly browned about 35 more minutes.",Cuisine,"Total Fat: 19.0, Saturated Fat: 9.0, Total Carbohydrate: 73.0, Dietary Fiber: 6.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/7cDpBOTj-cnnS2P7uBg3oZHOBFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1163180-1bccc39e9cd742b4a340b74b3447327f.jpg,quantity: 1.0 unit: piece ingredient: lemon quantity: 141 unit: g ingredient: white sugar quantity: 2 unit: g ingredient: grated nutmeg quantity: 1.0 unit: piece ingredient: unbaked single pie crust quantity: 114 unit: g ingredient: butter quantity: 105 unit: g ingredient: brown sugar quantity: 128 unit: g ingredient: all-purpose flour,"brown sugar, butter, flour, lemon, nutmeg, pear, pie crust, sugar",90
Pear Pie,"Preheat oven to 400 degrees F (200 degrees C). Press pie crust into a 9-inch pie dish.
Arrange pear slices in the pie crust. Stir sour cream 1/2 cup sugar 2 tablespoons flour egg vanilla extract and salt together in a bowl; pour over pears.
Mix 1/2 cup flour butter 1/4 cup sugar and cinnamon together in a bowl until topping resembles coarse crumbs.
Bake pie in the preheated oven for 35 minutes. Sprinkle topping onto pie and continue baking until topping is golden brown about 10 more minutes.",Desserts,"Total Fat: 26.0, Saturated Fat: 13.0, Total Carbohydrate: 48.0, Dietary Fiber: 3.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/1OpC8i9pAKJWprNyb2R8tJHEAZk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2597871-b7015a586c8346e0b291a65bf336549a.jpg,quantity: 720 unit: ml ingredient: sliced Bartlett pears quantity: 240 unit: ml ingredient: sour cream quantity: 105 unit: g ingredient: white sugar quantity: 30 unit: g ingredient: all-purpose flour quantity: 1.0 unit: piece ingredient: egg quantity: 2 unit: g ingredient: vanilla extract quantity: 2 unit: g ingredient: salt,"cream, egg, flour, pear, pie crust, salt, sour cream, sugar, vanilla, vanilla extract",60
Pear Pie II,"Preheat oven to 375 degrees F (190 degrees C.)
In a large bowl combine eggs flour sugar almond extract and melted butter. Pour into unbaked pie crust. Arrange sliced pears in spokes radiating from center.
Bake in the preheated oven for 15 minutes then reduce temperature to 350 degrees F (175 degrees C) and bake for 25 to 35 minutes or until custard is firm. Cool completely before serving.",Desserts,"Total Fat: 20.0, Saturated Fat: 8.0, Total Carbohydrate: 69.0, Dietary Fiber: 5.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/Pn5zAQLFhmsLBZBwh_9AW3JqsG4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/481241-bdc084e3cab54ba18a80ae802608d015.jpg,quantity: 3.0 unit: piece ingredient: eggs quantity: 42 unit: g ingredient: all-purpose flour quantity: 210 unit: g ingredient: white sugar quantity: 5 unit: g ingredient: almond extract quantity: 57 unit: g ingredient: melted butter quantity: 3.0 unit: piece ingredient: pears - peeled,"almond, butter, egg, flour, pear, pie crust, sugar",65
Pear and Hazelnut Frangipane Tart,"Combine the flour sugar and salt in a food processor. Add the cold butter and pulse ten times until the butter is the size of large peas. Add 3 tablespoons of cold water and pulse until it comes together. Turn onto a lightly floured work surface and bring the dough together forming a disk. Wrap in Reynolds® Parchment Paper and refrigerate for at least 45 minutes.
On a lightly floured work surface roll the dough to 1/8-inch thickness. Fill a 9-inch tart mold or rectangle tart mold with the dough. Cut off excess from the top and refrigerate for another 15 minutes.
Preheat oven to 400 degrees F. Cover the top of the dough with Reynolds Wrap® Aluminum Foil and weigh down with pie weights or dry beans. Bake for 15 minutes. Remove the foil and pie weights and let cool.
Combine the hazelnuts and sugar in the food processor. Pulse to a fine powder. Add the butter egg flour vanilla rum and salt. Process until it comes together as a paste.
Spread the mixture over the partially baked tart. On the top arrange the pear slices in a pattern. Bake the tart for 30 to 35 minutes until golden brown. Let it cool for 10 minutes before slicing.",Desserts,"Total Fat: 31.0, Saturated Fat: 15.0, Total Carbohydrate: 46.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/DdP5RZO0aDVvbe073M4PWRdswbI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2822093-8810754f3fcb40419f3fd01d5fe5f4f2.jpg,quantity: 5 unit: g ingredient: sugar quantity: 1 unit: g ingredient: salt quantity: 120 unit: g ingredient: cold unsalted butter quantity: 45 unit: g ingredient: cold water,"butter, flour, salt, sugar, water",135
French Puff Pastry Tart with Pears and Chocolate,"Line a tart pan with parchment paper. Preheat the oven to 400 degrees F (200 degrees C).
Combine butter and 1/2 cup plus 2 tablespoons sugar in a large bowl; beat using an electric mixer until smooth and creamy. Mix in almond flour. Add eggs 1 at a time and mix until well combined.
Line a tart pan with the puff pastry and prick with a fork all over.
Place chocolate in the top of a double boiler over simmering water. Stir frequently scraping down the sides with a rubber spatula to avoid scorching until melted about 5 minutes. Cool slightly. Cover puff pastry with melted chocolate.
Carefully pour egg mixture on top of the chocolate on the puff pastry without mixing the 2 layers. Arrange pear slices on top of the tart.
Bake in the preheated oven until pastry has puffed up and is golden brown 25 to 30 minutes.",Cuisine,"Total Fat: 36.0, Saturated Fat: 14.0, Total Carbohydrate: 51.0, Dietary Fiber: 5.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/6rxJJd52wxPxR7w8RdjCC6dB_8w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5772017-a6f82629aff24d2e9508bd41062da5e9.jpg,quantity: 105 unit: g ingredient: white sugar quantity: 30 unit: g ingredient: white sugar quantity: 128 unit: g ingredient: blanched almond flour quantity: 2.0 unit: piece ingredient: eggs quantity: 1.0 unit: piece ingredient: sheet frozen puff pastry quantity: 120 unit: g ingredient: milk chocolate quantity: 3.0 unit: piece ingredient: pears - peeled,"almond, almond flour, butter, chocolate, egg, flour, milk, milk chocolate, pear, puff pastry, sugar",50
Frangipane Pear Tart,"Combine water 1 cup white sugar honey vanilla bean cinnamon stick and cardamom in a large saucepan. Bring to a simmer over medium heat. Add pears; reduce heat and simmer until pears are translucent or easily pierced with a knife about 10 minutes. Remove from heat and cool to room temperature.
Combine 1 1/2 cup flour confectioners sugar and salt in a bowl. Cut in 1/2 cup plus 1 tablespoon butter until mixture is crumbly. Mix in egg yolk until dough sticks together in large clumps.
Grease a 9-inch tart pan with a removable bottom. Press dough evenly into the pan. Freeze for 30 minutes. Reserve leftover dough for patching cracks.
Preheat oven to 375 degrees F (190 degrees C).
Grease the shiny side of a piece of aluminum foil with butter; place butter-side down over the pastry. Transfer tart pan to a baking sheet.
Bake in the preheated oven using leftover dough to patch any cracks until dough looks dry and light brown about 20 minutes. Peel off aluminum foil; let pastry cool.
Reduce oven temperature to 350 degrees F (175 degrees C).
Combine 2/3 cup white sugar and 1/3 cup butter in a large bowl; beat with an electric mixer until light and fluffy. Mix in ground almonds. Add egg egg yolk 2 teaspoons flour and cornstarch; beat until frangipane is smooth. Beat in almond extract and vanilla extract.
Spread frangipane evenly over the pastry. Drain pear halves and dry with paper towels. Cut lengthwise into even slices. Place 1 pear half on a spatula and gently fan out slices. Place on frangipane. Repeat with remaining pear halves.
Bake in the preheated oven until frangipane is firm to the touch 40 to 45 minutes. Cool on a wire rack.",Desserts,"Total Fat: 24.0, Saturated Fat: 14.0, Total Carbohydrate: 94.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/0RYtZ6H3YjGnxC3-naUAHG6zcSo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6332333-354566c466c3473b8cc2b46fbf1e18de.jpg,quantity: 210 unit: g ingredient: white sugar quantity: 30 unit: g ingredient: honey quantity: 1.0 unit: piece ingredient: vanilla bean quantity: 1.0 unit: piece ingredient: cinnamon stick quantity: 5.0 unit: piece ingredient: pods cardamom quantity: 4.0 unit: piece ingredient: Conference pears - peeled,"bean, cardamom, cinnamon, honey, pear, sugar, vanilla, vanilla bean, water",135
dAnjou Pear and Almond Tarts,"Preheat oven to 350 degrees F (175 degrees C). Place tart shells on a baking sheet.
Stir brown sugar melted butter balsamic vinegar and cinnamon together in a bowl; stir in pears and chopped almonds until completely coated. Spoon pear mixture into tart shells.
Bake in the preheated oven until golden about 45 minutes.",Desserts,"Total Fat: 8.0, Saturated Fat: 2.0, Total Carbohydrate: 30.0, Dietary Fiber: 1.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/N-uoNEWcjOsrH-y2omC2Q4lRWu0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2144568-f4c929cac211468bae2bbe3865ebf6ba.jpg,"quantity: 105 unit: g ingredient: brown sugar quantity: 30 unit: g ingredient: butter quantity: 5 unit: g ingredient: pear-flavored white balsamic vinegar quantity: 5 unit: g ingredient: ground cinnamon quantity: 3.0 unit: piece ingredient: ""large ripe dAnjou pears - peeled"" quantity: 45 unit: g ingredient: chopped almonds","almond, balsamic vinegar, brown sugar, butter, cinnamon, pear, sugar, tart, vinegar",60
Creamy Pear Pie,"Preheat the oven to 400 degrees F (200 degrees C).
In a large bowl stir together the white sugar and 2 tablespoons flour. Add pears and toss to coat. Stir in the sour cream and vanilla lemon and almond extracts until the pears are evenly coated. Pour into the unbaked pie shell.
In a small bowl mix together 1/4 cup flour and brown sugar. Mix in the butter with your fingers until the mixture is crumbly. Sprinkle evenly over the top of the pie.
Bake for 10 minutes in the preheated oven then reduce the temperature to 350 degrees F (175 degrees C). Bake for an additional 45 minutes or until pears are tender.",Desserts,"Total Fat: 17.0, Saturated Fat: 7.0, Total Carbohydrate: 40.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/DXLdk0i5ifjWVGo5B6hAFI7o0QY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1088180-353550eaa56043299622e8d6c453efce.jpg,quantity: 30 unit: g ingredient: all-purpose flour quantity: 960 unit: ml ingredient: peeled and sliced pears quantity: 240 unit: ml ingredient: sour cream quantity: 2 unit: g ingredient: vanilla extract quantity: 2 unit: g ingredient: lemon extract quantity: 2 unit: g ingredient: almond extract quantity: 1.0 unit: piece ingredient: unbaked pie shell,"almond, cream, flour, lemon, lemon extract, pear, sour cream, sugar, vanilla, vanilla extract",75
Dethberts Pear Pie,"Sift flour sugar and salt into a mixing bowl. Stir grated Cheddar cheese into the flour mixture using a fork. Stir in butter using a wide spoon until mixture becomes crumbly. Set topping mixture aside at room temperature.
Preheat the oven to 400 degrees F (200 degrees C). Place pie crusts in their tins onto a baking sheet to catch drips; place crusts 1 inch apart.
Sift sugar cornstarch and salt into a small bowl. Place pears in a large mixing bowl. When oven is hot sprinkle sugar mixture over pears and stir to combine. Pour filling evenly into the 2 pie crusts. Divide topping mixture in half and add to the top of each pie in 4 to 6 dollops; use a wide knife to spread evenly.
Bake on the middle rack of the preheated oven for about 18 minutes; the pears will produce a lot of liquid and will bubble over. Check pies and cover with aluminum foil if crust or topping is getting dark. Bake about 7 minutes more.",Desserts,"Total Fat: 24.0, Saturated Fat: 12.0, Total Carbohydrate: 52.0, Dietary Fiber: 5.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/aCnCUfJ4QNBHOM2m6j2t_laqRRk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5968966-380a9ef7811649779e96fbbbd8e2d8a1.jpg,quantity: 105 unit: g ingredient: white sugar quantity: 2 unit: g ingredient: salt quantity: 480 unit: ml ingredient: finely shredded mild Cheddar cheese quantity: 228 unit: g ingredient: butter,"butter, cheddar, cheddar cheese, cheese, flour, salt, sugar",55
Coffee-Dusted Pear Galette,"In a large bowl mix together the flour sugar and salt. Using a box grater grate the cold butter atop the flour mixture. Working quickly and using your hands break the butter bits into the flour until theyre evenly distributed and resemble the size of small peas.
Add 4 tablespoons of water and mix. The mixture will be shaggy at this point. From here add 1 tablespoon of water at a time until the dough comes together (generally about 3 additional tablespoons). Flour a work surface and dump the dough onto it. Knead a few times until it comes together. Form dough into a disk. Wrap the disk in plastic wrap and transfer to the refrigerator to chill for at least 1 hour ideally overnight.
Just before the dough is ready to remove from the fridge mix together the filling. In a medium bowl toss together the pear slices brown sugar cocoa powder coffee grounds vanilla extract and salt.
Remove the disk of dough from the refrigerator and allow to come to room temperature for 10 minutes. Liberally flour a work surface and rolling pin. Begin to roll the dough to a 16-inch round being sure to rotate it every so often to avoid sticking Using the bottom of a bowl or plate that measures about 6 inches in diameter cut out 3 circles. Re-roll the scraps to get 1 additional circle.
Arrange the pears slices neatly in a circular pattern in the center of each of the pie crust rounds leaving about 1 1/2 inch clear at the edges. Fold over the edges to cover about 1/2 inch of the filling. Repeat with the remaining rounds. Transfer the galettes to a baking sheet lined with Reynolds® Parchment Paper and place in the freezer to chill for 15 minutes. Meanwhile preheat your oven to 400 degrees F.
Lastly brush the pie crust edges with the egg wash and sprinkle with turbinado sugar. Transfer to the oven to bake for 20 to 25 minutes until the edges are golden brown. Check on the galettes periodically. If at any time the crusts edges are getting too brown take a piece of Reynolds Wrap® Aluminum Foil and tent over the edges. When the edges are golden brown remove from the oven. Serve warm with a dollop of whipped cream or a scoop of your favorite vanilla ice cream.









",Desserts,"Total Fat: 25.0, Saturated Fat: 15.0, Total Carbohydrate: 67.0, Dietary Fiber: 4.0, Total Sugars: 0, Protein: 0",https://www.allrecipes.com/thmb/xGjsNF6obs4hgzQghG_11Hfm06Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2579527-072fd83e897a405ba6e1a038163d5b3f.jpg,quantity: 8 unit: g ingredient: white granulated sugar quantity: 5 unit: g ingredient: fine sea salt quantity: 114 unit: g ingredient: unsalted butter quantity: 105 unit: g ingredient: ice-cold water quantity: 1.0 unit: piece ingredient: large egg quantity: 15 unit: g ingredient: turbinado sugar quantity: 1.0 unit: piece ingredient: sheet Reynolds Wrap® Aluminum Foil quantity: 1.0 unit: piece ingredient: sheet Reynolds® Parchment Paper,"butter, egg, flour, ice, salt, sugar, water",50
